sredni_czas,odw_t,t,sigma,S_0,r,K,T,opcja,wersja
0.004798753261566162,141,0.0070921985815602835,0.03,50,0.02,48,2,e,put
0.00627302885055542,161,0.006211180124223602,0.03,50,0.02,48,2,e,put
0.012639229297637939,181,0.0055248618784530384,0.03,50,0.02,48,2,e,put
0.015180470943450928,201,0.004975124378109453,0.03,50,0.02,48,2,e,put
0.018461196422576903,221,0.004524886877828055,0.03,50,0.02,48,2,e,put
0.02142794132232666,241,0.004149377593360996,0.03,50,0.02,48,2,e,put
0.028339757919311523,261,0.0038314176245210726,0.03,50,0.02,48,2,e,put
0.03339059114456177,281,0.0035587188612099642,0.03,50,0.02,48,2,e,put
0.04425979852676391,301,0.0033222591362126247,0.03,50,0.02,48,2,e,put
0.04139354944229126,321,0.003115264797507788,0.03,50,0.02,48,2,e,put
0.0434967303276062,341,0.002932551319648094,0.03,50,0.02,48,2,e,put
0.050819485187530516,361,0.002770083102493075,0.03,50,0.02,48,2,e,put
0.057734248638153074,381,0.0026246719160104987,0.03,50,0.02,48,2,e,put
0.06544925212860107,401,0.0024937655860349127,0.03,50,0.02,48,2,e,put
0.06962579727172852,421,0.0023752969121140144,0.03,50,0.02,48,2,e,put
0.07783050775527954,441,0.0022675736961451248,0.03,50,0.02,48,2,e,put
0.10198936462402344,461,0.0021691973969631237,0.03,50,0.02,48,2,e,put
0.10021558523178101,481,0.002079002079002079,0.03,50,0.02,48,2,e,put
0.09989323377609254,501,0.001996007984031936,0.03,50,0.02,48,2,e,put
0.11248045682907104,521,0.0019193857965451055,0.03,50,0.02,48,2,e,put
0.15063198089599608,541,0.0018484288354898336,0.03,50,0.02,48,2,e,put
0.14821645975112915,561,0.0017825311942959,0.03,50,0.02,48,2,e,put
0.149190993309021,581,0.0017211703958691911,0.03,50,0.02,48,2,e,put
0.15542227745056153,601,0.0016638935108153079,0.03,50,0.02,48,2,e,put
0.15859988689422608,621,0.001610305958132045,0.03,50,0.02,48,2,e,put
0.17119959354400635,641,0.0015600624024961,0.03,50,0.02,48,2,e,put
0.19356884956359863,661,0.0015128593040847202,0.03,50,0.02,48,2,e,put
0.185904278755188,681,0.0014684287812041115,0.03,50,0.02,48,2,e,put
0.1947445559501648,701,0.0014265335235378032,0.03,50,0.02,48,2,e,put
0.22063042163848878,721,0.0013869625520110957,0.03,50,0.02,48,2,e,put
0.2314452362060547,741,0.001349527665317139,0.03,50,0.02,48,2,e,put
0.31783276319503784,761,0.001314060446780552,0.03,50,0.02,48,2,e,put
0.32658368587493897,781,0.0012804097311139564,0.03,50,0.02,48,2,e,put
0.32202338218688964,801,0.0012484394506866417,0.03,50,0.02,48,2,e,put
0.3477220225334168,821,0.001218026796589525,0.03,50,0.02,48,2,e,put
0.39317179918289186,841,0.0011890606420927466,0.03,50,0.02,48,2,e,put
0.31087556600570676,861,0.0011614401858304297,0.03,50,0.02,48,2,e,put
0.3062569260597229,881,0.0011350737797956867,0.03,50,0.02,48,2,e,put
0.32356446027755736,901,0.0011098779134295228,0.03,50,0.02,48,2,e,put
0.3531770610809326,921,0.0010857763300760044,0.03,50,0.02,48,2,e,put
0.36006143093109133,941,0.0010626992561105207,0.03,50,0.02,48,2,e,put
0.47614876508712767,961,0.001040582726326743,0.03,50,0.02,48,2,e,put
0.4511470913887024,981,0.0010193679918450561,0.03,50,0.02,48,2,e,put
